x,y,y_noise
2.3482611754105527,0.7126941713788628,1.7816774984546535
2.4751942119192307,0.6181589862206055,0.15401189040540986
2.6021272484279105,0.5136773915734055,-0.12418245306648001
2.7290602849365886,0.4009305354066132,1.9024049489396566
2.8559933214452666,0.2817325568414296,1.6200611955125526
2.9829263579539447,0.1580013959733503,-0.20950541278923565
3.1098593944626245,0.031727933498066775,3.013507525019604
3.2367924309713025,-0.09505604330418307,0.07173391136917201
3.3637254674799806,-0.22031053278654059,-0.5386666329931584
3.4906585039886586,-0.34202014332566827,-0.7913208185652834
3.6175915404973384,-0.4582265217274111,-0.7127102487043473
3.7445245770060165,-0.567059863862771,0.24177264380710017
3.8714576135146945,-0.6667690005162915,-0.039885366752781204
3.9983906500233743,-0.755749574354259,-1.8996116373101555
4.125323686532052,-0.8325698546347717,-0.33077765467344067
4.25225672304073,-0.895993774291336,0.27950128730238033
4.3791897595494085,-0.9450008187146685,-0.19104975992564832
4.506122796058088,-0.978802446214779,-0.8377887836669636
4.633055832566766,-0.9968547759519424,-1.9651510190271122
4.759988869075444,-0.998867339183008,-1.6217443898328132
4.886921905584122,-0.9848077530122081,-0.8758841963526994
5.013854942092802,-0.9549022414440737,-2.2449315273753285
5.14078797860148,-0.9096319953545182,-0.19641621420787836
5.267721015110158,-0.8497254299495144,-1.6595501290251904
5.394654051618836,-0.7761464642917572,-0.9289594046776376
5.521587088127516,-0.6900790114821114,0.17321596525083716
5.648520124636194,-0.5929079290546402,-0.6826082530449483
5.775453161144872,-0.48619673610046876,-1.8404571158844223
5.902386197653552,-0.3716624556603264,0.013531824146673976
6.02931923416223,-0.2511479871810785,-0.03917035613442499
6.156252270670908,-0.12659245357374904,-1.1113600025036532
6.283185307179586,-2.4492935982947064e-16,-1.496273888342865
